city,state,Populacao_Estimada,Porcentagem_Populacao_Confirmado,Confirmados_Acumulado,Obitos_Acumulados,Taxa_Mortalidade,Taxa_Letalidade,Confirmacao_Dia,Obitos_Dia
Verdejante,PE,9553,5.50,525,9,0.09,1.71,0,0
Vertente do Lério,PE,7571,9.05,685,8,0.11,1.17,0,0
Vertentes,PE,20954,6.75,1415,14,0.07,0.99,7,0
Vicência,PE,32772,2.36,772,34,0.10,4.40,-1,-1
Vitória de Santo Antão,PE,139583,5.15,7192,295,0.21,4.10,7,0
Xexéu,PE,14757,3.66,540,28,0.19,5.18,0,0
Água Preta,PE,37082,4.25,1577,61,0.16,3.87,0,0
Águas Belas,PE,43686,4.51,1972,44,0.10,2.23,0,0
Acauã,PI,7102,2.90,206,1,0.01,0.48,0,0
Agricolândia,PI,5131,10.39,533,6,0.12,1.12,0,0
Alagoinha do Piauí,PI,7665,5.01,384,10,0.13,2.60,3,0
Alegrete do Piauí,PI,4918,10.59,521,6,0.12,1.15,0,0
Alto Longá,PI,14339,4.71,676,15,0.10,2.22,0,0
Altos,PI,40605,11.09,4503,89,0.22,1.98,5,0
Alvorada do Gurguéia,PI,5445,8.02,437,11,0.20,2.51,0,0
Amarante,PI,17604,8.87,1561,35,0.20,2.24,2,0
Angical do Piauí,PI,6783,12.97,880,12,0.18,1.36,0,0
Antônio Almeida,PI,3170,12.80,406,10,0.32,2.46,0,0
Anísio de Abreu,PI,9938,2.92,290,14,0.14,4.81,0,0
Aroazes,PI,5827,10.26,598,12,0.21,2.00,1,0
Aroeiras do Itaim,PI,2551,5.64,144,2,0.08,1.38,6,0
Arraial,PI,4720,3.37,159,3,0.06,1.88,0,0
Assunção do Piauí,PI,7863,4.39,345,8,0.10,2.31,0,0
Avelino Lopes,PI,11326,3.95,447,19,0.17,4.24,1,0
Baixa Grande do Ribeiro,PI,11671,22.80,2661,33,0.28,1.24,0,0
Barra D'Alcântara,PI,3952,3.87,153,4,0.10,2.60,0,0
Barras,PI,47185,10.93,5159,94,0.20,1.82,3,0
Barreiras do Piauí,PI,3352,3.16,106,3,0.09,2.80,0,0
Barro Duro,PI,7027,10.00,703,12,0.17,1.70,0,0
Batalha,PI,26905,4.68,1258,34,0.13,2.70,1,0
Bela Vista do Piauí,PI,4030,6.60,266,6,0.15,2.25,0,0
Belém do Piauí,PI,3587,13.46,483,7,0.20,1.45,0,0
Beneditinos,PI,10473,12.34,1293,38,0.36,2.94,0,0
Bertolínia,PI,5507,16.10,887,11,0.20,1.24,0,0
Betânia do Piauí,PI,6210,2.79,173,2,0.03,1.15,0,0
Boa Hora,PI,6815,8.57,584,7,0.10,1.20,2,0
Bocaina,PI,4505,8.06,363,8,0.18,2.20,2,0
Bom Jesus,PI,25387,14.84,3767,45,0.18,1.19,5,0
Bom Princípio do Piauí,PI,5651,2.46,139,13,0.23,9.29,0,0
Bonfim do Piauí,PI,5685,8.35,475,8,0.14,1.68,1,0
Boqueirão do Piauí,PI,6426,12.12,779,10,0.16,1.28,2,0
Brasileira,PI,8347,7.61,635,16,0.19,2.52,0,0
Brejo do Piauí,PI,3848,4.00,154,4,0.10,2.58,0,0
Buriti dos Lopes,PI,19807,6.70,1328,34,0.17,2.56,0,0
Buriti dos Montes,PI,8264,8.68,717,9,0.11,1.25,0,0
Cabeceiras do Piauí,PI,10630,6.32,672,15,0.14,2.23,0,0
Cajazeiras do Piauí,PI,3573,2.13,76,1,0.03,1.30,1,0
Cajueiro da Praia,PI,7674,6.27,481,20,0.26,4.15,0,0
Caldeirão Grande do Piauí,PI,5781,7.25,419,2,0.03,0.48,1,0
Campinas do Piauí,PI,5620,4.04,227,1,0.02,0.44,2,0
Campo Alegre do Fidalgo,PI,5069,2.35,119,1,0.02,0.83,1,0
Campo Grande do Piauí,PI,5965,8.38,500,8,0.13,1.60,0,0
Campo Largo do Piauí,PI,7311,6.84,500,6,0.08,1.20,0,0
Campo Maior,PI,46893,11.88,5569,142,0.30,2.55,5,0
Canavieira,PI,3944,4.94,195,7,0.18,3.57,0,0
Canto do Buriti,PI,21258,6.35,1350,46,0.22,3.40,2,0
Capitão Gervásio Oliveira,PI,4114,1.58,65,10,0.24,15.15,0,0
Capitão de Campos,PI,11445,7.02,804,27,0.24,3.35,3,0
Caracol,PI,10964,3.56,390,16,0.15,4.09,0,0
Caraúbas do Piauí,PI,5890,3.23,190,12,0.20,6.28,0,0
Caridade do Piauí,PI,5085,11.78,599,5,0.10,0.83,0,0
Castelo do Piauí,PI,19715,9.39,1852,34,0.17,1.83,1,0
Caxingó,PI,5451,2.75,150,1,0.02,0.66,0,0
Cocal,PI,27845,5.26,1466,46,0.17,3.14,0,0
Cocal de Telha,PI,4899,10.04,492,13,0.27,2.64,0,0
Cocal dos Alves,PI,6168,6.66,411,6,0.10,1.46,0,0
Coivaras,PI,4032,7.14,288,5,0.12,1.73,1,0
Colônia do Gurguéia,PI,6516,8.58,559,10,0.15,1.79,0,0
Colônia do Piauí,PI,7661,5.82,446,5,0.07,1.12,0,0
Conceição do Canindé,PI,4807,7.36,354,7,0.15,1.97,0,0
Coronel José Dias,PI,4685,2.73,128,6,0.13,4.65,0,0
Corrente,PI,26709,7.12,1903,32,0.12,1.68,7,0
Cristalândia do Piauí,PI,8323,0.64,53,3,0.04,5.56,0,0
Cristino Castro,PI,10444,8.61,899,13,0.12,1.44,2,0
Curimatá,PI,11426,10.47,1196,16,0.14,1.34,7,0
Currais,PI,4968,7.63,379,3,0.06,0.79,0,0
Curral Novo do Piauí,PI,5367,5.29,284,2,0.04,0.70,0,0
Curralinhos,PI,4459,7.65,341,1,0.02,0.29,2,0
Demerval Lobão,PI,13840,23.19,3210,32,0.23,1.00,0,0
Dirceu Arcoverde,PI,7029,3.09,217,8,0.11,3.67,0,0
Dom Expedito Lopes,PI,6922,8.41,582,11,0.16,1.89,0,0
Dom Inocêncio,PI,9565,3.09,296,6,0.06,2.02,0,0
Domingos Mourão,PI,4354,5.60,244,3,0.07,1.22,0,0
Elesbão Veloso,PI,14575,4.82,702,28,0.19,3.98,0,0
Eliseu Martins,PI,4930,6.10,301,15,0.30,4.97,0,0
Esperantina,PI,39848,7.06,2813,83,0.21,2.95,1,0
Fartura do Piauí,PI,5319,3.44,183,4,0.08,2.17,0,0
Flores do Piauí,PI,4462,4.17,186,4,0.09,2.14,0,0
Floresta do Piauí,PI,2560,3.83,98,4,0.16,4.04,0,0
Floriano,PI,60025,14.40,8644,158,0.26,1.83,14,0
Francinópolis,PI,5347,1.36,73,3,0.06,4.05,0,0
Francisco Ayres,PI,4323,5.71,247,7,0.16,2.82,0,0
Francisco Macedo,PI,3200,14.75,472,5,0.16,1.06,0,0
Francisco Santos,PI,9372,5.17,485,5,0.05,1.03,0,0
Fronteiras,PI,11659,6.96,811,9,0.08,1.11,1,0
Geminiano,PI,5460,6.39,349,4,0.07,1.14,1,0
Gilbués,PI,10694,6.22,665,5,0.05,0.75,0,0
Guadalupe,PI,10497,11.60,1218,22,0.21,1.80,0,0
Guaribas,PI,4568,2.28,104,2,0.04,1.90,0,0
Hugo Napoleão,PI,3879,13.61,528,9,0.23,1.70,0,0
Ilha Grande,PI,9457,11.42,1080,21,0.22,1.94,0,0
Inhuma,PI,15319,10.40,1593,22,0.14,1.38,1,0
Ipiranga do Piauí,PI,9838,7.18,706,14,0.14,1.98,0,0
Isaías Coelho,PI,8566,8.67,743,7,0.08,0.94,0,0
Itainópolis,PI,11551,6.10,705,9,0.08,1.27,0,0
Itaueira,PI,11028,1.41,156,18,0.16,11.46,0,0
Jacobina do Piauí,PI,5729,6.67,382,4,0.07,1.04,0,0
Jaicós,PI,19170,10.09,1934,36,0.19,1.86,1,0
Jardim do Mulato,PI,4513,5.25,237,3,0.07,1.26,0,0
Jatobá do Piauí,PI,4875,6.60,322,9,0.18,2.79,1,0
Jerumenha,PI,4447,4.74,211,6,0.13,2.83,0,0
Joaquim Pires,PI,14376,11.34,1630,30,0.21,1.84,0,0
Joca Marques,PI,5466,11.01,602,7,0.13,1.16,1,0
José de Freitas,PI,39336,15.04,5915,86,0.22,1.45,9,0
João Costa,PI,3005,6.15,185,3,0.10,1.61,0,0
Juazeiro do Piauí,PI,5485,6.67,366,3,0.05,0.82,0,0
Jurema,PI,4777,6.32,302,5,0.10,1.65,0,0
Júlio Borges,PI,5640,2.62,148,14,0.25,9.40,0,0
Lagoa Alegre,PI,8577,4.19,359,13,0.15,3.61,0,0
Lagoa de São Francisco,PI,6777,7.39,501,4,0.06,0.80,0,0
Lagoa do Barro do Piauí,PI,4656,21.92,1021,8,0.17,0.78,0,0
Lagoa do Piauí,PI,4075,21.86,891,4,0.10,0.45,0,0
Lagoa do Sítio,PI,5198,1.83,95,12,0.23,12.50,0,0
Lagoinha do Piauí,PI,2858,10.04,287,8,0.28,2.78,0,0
Landri Sales,PI,5283,22.03,1164,17,0.32,1.46,3,0
Luzilândia,PI,25504,10.69,2726,61,0.24,2.24,0,0
Luís Correia,PI,30438,6.10,1857,61,0.20,3.28,4,0
Madeiro,PI,8342,4.89,408,5,0.06,1.22,0,0
Manoel Emídio,PI,5351,9.25,495,18,0.34,3.63,0,0
Marcolândia,PI,8543,10.26,877,21,0.25,2.39,0,0
Marcos Parente,PI,4547,8.55,389,8,0.18,2.05,0,0
Massapê do Piauí,PI,6449,3.84,248,1,0.02,0.40,0,0
Matias Olímpio,PI,10958,6.32,693,13,0.12,1.87,2,0
Miguel Alves,PI,33833,6.19,2096,32,0.09,1.53,2,0
Miguel Leão,PI,1242,20.35,253,1,0.08,0.39,0,0
Milton Brandão,PI,6608,4.10,271,3,0.05,1.10,0,0
Monsenhor Gil,PI,10564,14.47,1529,38,0.36,2.48,0,0
Monsenhor Hipólito,PI,7767,7.97,619,5,0.06,0.81,7,0
Monte Alegre do Piauí,PI,10615,11.03,1171,17,0.16,1.45,0,0
Morro Cabeça no Tempo,PI,4530,3.62,164,4,0.09,2.42,0,0
Morro do Chapéu do Piauí,PI,6811,14.61,995,6,0.09,0.60,2,0
Murici dos Portelas,PI,9209,3.19,294,11,0.12,3.73,0,0
Nazaré do Piauí,PI,7322,5.19,380,10,0.14,2.62,0,0
Nazária,PI,8602,5.10,439,18,0.21,4.09,1,0
Nossa Senhora de Nazaré,PI,4891,9.34,457,15,0.31,3.28,0,0
Nossa Senhora dos Remédios,PI,8723,8.30,724,11,0.13,1.52,1,0
Nova Santa Rita,PI,4383,3.33,146,4,0.09,2.72,0,0
Novo Oriente do Piauí,PI,6556,6.18,405,13,0.20,3.20,1,0
Novo Santo Antônio,PI,3003,8.49,255,3,0.10,1.17,1,0
Oeiras,PI,37085,13.26,4916,77,0.21,1.57,0,0
Olho D'Água do Piauí,PI,2468,10.09,249,3,0.12,1.20,0,0
Padre Marcos,PI,6873,7.61,523,6,0.09,1.15,0,0
Paes Landim,PI,4126,2.69,111,6,0.15,5.36,0,0
Pajeú do Piauí,PI,3404,2.61,89,8,0.23,8.89,0,0
Palmeira do Piauí,PI,5036,4.65,234,6,0.12,2.55,3,0
Palmeirais,PI,14587,2.17,317,23,0.16,7.23,1,0
Paquetá,PI,3937,4.06,160,6,0.15,3.73,0,0
Parnaguá,PI,10819,2.65,287,10,0.09,3.47,0,0
Parnaíba,PI,153482,10.49,16096,441,0.29,2.74,4,0
Passagem Franca do Piauí,PI,4323,5.85,253,10,0.23,3.94,0,0
Patos do Piauí,PI,6406,5.20,333,7,0.11,2.10,0,0
Pau D'Arco do Piauí,PI,4065,8.56,348,4,0.10,1.15,1,0
Paulistana,PI,20554,5.97,1228,14,0.07,1.14,2,0
Pavussu,PI,3669,8.88,326,10,0.27,3.06,0,0
Pedro II,PI,38778,11.32,4391,106,0.27,2.41,0,0
Pedro Laurentino,PI,2544,2.59,66,2,0.08,2.99,0,0
Picos,PI,78431,10.77,8447,151,0.19,1.79,28,0
Pimenteiras,PI,12139,8.26,1003,29,0.24,2.89,0,0
Pio IX,PI,18459,5.47,1010,20,0.11,1.98,0,0
Piracuruca,PI,28874,10.23,2955,101,0.35,3.42,0,0
Piripiri,PI,63787,16.80,10716,201,0.32,1.88,11,0
Porto,PI,12608,4.24,534,14,0.11,2.62,0,0
Porto Alegre do Piauí,PI,2720,6.73,183,4,0.15,2.17,0,0
Prata do Piauí,PI,3150,4.95,156,4,0.13,2.55,0,0
Queimada Nova,PI,9017,8.16,736,6,0.07,0.81,0,0
Redenção do Gurguéia,PI,8796,7.13,627,20,0.23,3.18,8,0
Regeneração,PI,17979,5.68,1021,24,0.13,2.35,0,0
Riacho Frio,PI,4309,3.18,137,4,0.09,2.90,0,0
Ribeira do Piauí,PI,4488,0.91,41,4,0.09,9.52,0,0
Ribeiro Gonçalves,PI,7376,11.59,855,14,0.19,1.64,3,0
Rio Grande do Piauí,PI,6433,6.75,434,8,0.12,1.84,1,0
Santa Cruz do Piauí,PI,6247,13.44,840,14,0.22,1.66,0,0
Santa Cruz dos Milagres,PI,4033,7.14,288,2,0.05,0.69,12,0
Santa Filomena,PI,6254,1.98,124,4,0.06,3.20,2,0
Santa Luz,PI,5882,3.77,222,7,0.12,3.14,0,0
Santa Rosa do Piauí,PI,5255,2.64,139,3,0.06,2.14,0,0
Santana do Piauí,PI,4642,3.98,185,5,0.11,2.69,1,0
Santo Antônio de Lisboa,PI,6441,1.80,116,5,0.08,4.27,1,0
Santo Antônio dos Milagres,PI,2166,8.26,179,3,0.14,1.67,0,0
Santo Inácio do Piauí,PI,3803,7.15,272,6,0.16,2.20,0,0
Sebastião Barros,PI,3451,0.70,24,3,0.09,12.00,0,0
Sebastião Leal,PI,4303,10.99,473,7,0.16,1.48,0,0
Sigefredo Pacheco,PI,10058,4.48,451,12,0.12,2.65,0,0
Simplício Mendes,PI,12746,11.21,1429,43,0.34,3.01,0,0
Simões,PI,14649,6.42,941,13,0.09,1.38,0,0
Socorro do Piauí,PI,4563,3.55,162,7,0.15,4.29,0,0
Sussuapara,PI,6767,6.94,470,9,0.13,1.91,0,0
São Braz do Piauí,PI,4451,2.25,100,10,0.22,9.90,1,0
São Francisco de Assis do Piauí,PI,5779,1.42,82,3,0.05,3.61,1,0
São Francisco do Piauí,PI,6420,2.29,147,6,0.09,4.05,0,0
São Félix do Piauí,PI,2932,10.09,296,3,0.10,1.01,0,0
São Gonçalo do Gurguéia,PI,3057,7.03,215,4,0.13,1.85,8,0
São Gonçalo do Piauí,PI,5030,9.08,457,6,0.12,1.31,0,0
São José do Divino,PI,5354,4.41,236,12,0.22,5.06,0,0
São José do Peixe,PI,3741,2.75,103,3,0.08,2.88,0,0
São José do Piauí,PI,6700,3.09,207,9,0.13,4.33,0,0
São João da Canabrava,PI,4614,10.60,489,5,0.11,1.02,0,0
São João da Fronteira,PI,6064,4.22,256,6,0.10,2.33,0,0
São João da Serra,PI,6122,5.94,364,15,0.24,4.11,1,0
São João da Varjota,PI,4848,6.21,301,2,0.04,0.66,6,0
São João do Arraial,PI,8038,11.00,884,8,0.10,0.90,0,0
São João do Piauí,PI,20662,9.20,1901,32,0.15,1.68,2,0
São Julião,PI,6371,5.60,357,12,0.19,3.35,0,0
São Lourenço do Piauí,PI,4577,1.44,66,3,0.07,4.48,0,0
São Luis do Piauí,PI,2646,5.14,136,0,0.00,0.00,0,0
São Miguel da Baixa Grande,PI,2454,7.66,188,3,0.12,1.59,0,0
São Miguel do Fidalgo,PI,3038,4.90,149,4,0.13,2.67,0,0
São Miguel do Tapuio,PI,17639,3.61,637,13,0.07,2.04,0,0
São Pedro do Piauí,PI,14324,10.68,1530,28,0.20,1.83,0,0
São Raimundo Nonato,PI,34877,10.86,3789,63,0.18,1.66,8,0
Tamboril do Piauí,PI,2929,1.84,54,6,0.20,10.91,0,0
Tanque do Piauí,PI,2773,7.32,203,1,0.04,0.49,0,0
Teresina,PI,868075,11.96,103807,2521,0.29,2.43,77,0
União,PI,44569,5.13,2285,63,0.14,2.76,2,0
Uruçuí,PI,21655,18.47,3999,60,0.28,1.50,3,0
Valença do Piauí,PI,20929,8.72,1826,68,0.32,3.72,1,0
Vera Mendes,PI,3080,7.47,230,2,0.06,0.87,0,0
Vila Nova do Piauí,PI,2952,10.36,306,1,0.03,0.33,0,0
Várzea Branca,PI,4938,4.09,202,12,0.24,5.91,0,0
Várzea Grande,PI,4386,12.56,551,1,0.02,0.18,2,0
Wall Ferraz,PI,4471,7.45,333,3,0.07,0.90,0,0
Água Branca,PI,17470,8.55,1494,72,0.41,4.82,0,0
Abatiá,PR,7408,14.91,1105,20,0.27,1.81,3,0
Adrianópolis,PR,5857,23.93,1402,29,0.50,2.07,1,0
Agudos do Sul,PR,9470,7.79,738,28,0.30,3.79,1,1
Almirante Tamandaré,PR,120041,8.66,10394,403,0.34,3.88,21,3
Altamira do Paraná,PR,1682,14.14,238,12,0.71,5.02,0,0
Alto Paraná,PR,14859,8.49,1262,26,0.17,2.06,0,0
Alto Paraíso,PR,2685,12.43,334,7,0.26,2.09,1,1
Alto Piquiri,PR,9778,10.95,1071,27,0.28,2.52,0,0
Altônia,PR,22176,6.62,1468,32,0.14,2.18,7,0
Alvorada do Sul,PR,11503,6.84,787,26,0.23,3.30,1,0
Amaporã,PR,6332,6.98,442,7,0.11,1.58,1,0
Ampére,PR,19311,12.44,2403,57,0.30,2.37,1,0
Anahy,PR,2788,12.91,360,9,0.32,2.49,0,0
Andirá,PR,19926,12.62,2514,83,0.42,3.30,1,0
Antonina,PR,18949,13.41,2541,72,0.38,2.83,2,1
Antônio Olinto,PR,7427,7.07,525,14,0.19,2.66,0,0
Apucarana,PR,136234,7.69,10474,441,0.32,4.21,12,0
Arapongas,PR,124810,10.66,13300,562,0.45,4.23,12,0
Arapoti,PR,28300,11.25,3184,63,0.22,1.98,2,1
Arapuã,PR,3009,7.74,233,6,0.20,2.56,0,0
Araruna,PR,14000,15.27,2138,36,0.26,1.68,1,0
Araucária,PR,146214,18.57,27150,484,0.33,1.78,94,3
Ariranha do Ivaí,PR,2066,8.66,179,4,0.19,2.22,0,0
Assaí,PR,14954,9.35,1399,45,0.30,3.21,0,0
Assis Chateaubriand,PR,33340,14.79,4932,117,0.35,2.37,21,0
Astorga,PR,26209,12.91,3384,87,0.33,2.57,3,1
Atalaia,PR,3881,11.57,449,22,0.57,4.89,0,0
Balsa Nova,PR,13092,12.85,1683,35,0.27,2.08,3,0
Bandeirantes,PR,31211,16.95,5289,140,0.45,2.65,5,1
Barbosa Ferraz,PR,11426,11.16,1275,39,0.34,3.06,1,0
Barra do Jacaré,PR,2781,9.27,258,7,0.25,2.70,4,0
Barracão,PR,10312,13.01,1342,35,0.34,2.61,0,0
Bela Vista da Caroba,PR,3457,5.52,191,7,0.20,3.65,0,0
Bela Vista do Paraíso,PR,15399,12.16,1873,67,0.44,3.58,2,0
Bituruna,PR,16400,8.35,1370,19,0.12,1.39,4,0
Boa Esperança,PR,4047,11.44,463,17,0.42,3.66,4,0
Boa Esperança do Iguaçu,PR,2470,7.57,187,0,0.00,0.00,0,0
Boa Ventura de São Roque,PR,6365,8.61,548,8,0.13,1.46,0,0
Boa Vista da Aparecida,PR,7540,14.03,1058,34,0.45,3.21,2,0
Bocaiúva do Sul,PR,13129,15.81,2076,24,0.18,1.16,0,0
Bom Jesus do Sul,PR,3506,14.37,504,6,0.17,1.19,1,0
Bom Sucesso,PR,7068,18.25,1290,20,0.28,1.55,0,0
Bom Sucesso do Sul,PR,3254,16.25,529,9,0.28,1.70,0,0
Borrazópolis,PR,6439,13.34,859,27,0.42,3.14,1,0
Braganey,PR,5382,10.25,552,7,0.13,1.27,3,0
Brasilândia do Sul,PR,2585,15.70,406,9,0.35,2.21,1,0
Cafeara,PR,2954,14.28,422,11,0.37,2.60,0,0
Cafelândia,PR,18456,13.87,2560,28,0.15,1.09,13,0
Cafezal do Sul,PR,4009,11.20,449,6,0.15,1.33,2,0
Califórnia,PR,8606,14.87,1280,37,0.43,2.89,1,0
Cambará,PR,25466,11.86,3020,64,0.25,2.12,1,1
Cambira,PR,7917,13.68,1083,26,0.33,2.40,0,0
Cambé,PR,107341,11.04,11853,285,0.27,2.40,36,1
Campina Grande do Sul,PR,43685,13.09,5717,148,0.34,2.59,5,1
Campina da Lagoa,PR,14043,11.73,1648,56,0.40,3.40,2,0
Campina do Simão,PR,3859,10.54,407,16,0.41,3.92,0,0
Campo Bonito,PR,3763,10.41,392,11,0.29,2.80,0,0
Campo Largo,PR,133865,14.39,19258,477,0.36,2.48,41,2
Campo Magro,PR,29740,11.04,3284,85,0.29,2.59,11,1
Campo Mourão,PR,95488,15.01,14332,327,0.34,2.28,18,1
Campo do Tenente,PR,8045,4.51,363,18,0.22,4.95,0,0
Candói,PR,16053,9.12,1464,32,0.20,2.18,2,0
Cantagalo,PR,13329,8.51,1134,26,0.20,2.29,3,0
Capanema,PR,19148,13.56,2597,28,0.15,1.08,0,0
Capitão Leônidas Marques,PR,15834,11.47,1817,32,0.20,1.76,5,0
Carambeí,PR,23825,15.05,3586,64,0.27,1.78,3,0
Carlópolis,PR,14356,5.23,751,28,0.20,3.72,2,0
Cascavel,PR,332333,12.44,41333,921,0.28,2.23,64,8
Castro,PR,71809,16.27,11681,246,0.34,2.11,2,0
Catanduvas,PR,10167,10.12,1029,21,0.21,2.04,1,0
Centenário do Sul,PR,10764,9.62,1036,30,0.28,2.89,1,0
Cerro Azul,PR,17833,8.10,1444,49,0.27,3.39,2,0
Chopinzinho,PR,19167,13.53,2594,48,0.25,1.85,8,0
Cianorte,PR,83816,11.36,9524,173,0.21,1.82,24,0
Cidade Gaúcha,PR,12797,14.66,1876,32,0.25,1.70,2,0
Clevelândia,PR,16450,13.12,2159,88,0.53,4.07,1,1
Colombo,PR,246540,9.90,24406,792,0.32,3.24,73,2
Colorado,PR,24145,11.66,2816,57,0.24,2.02,3,0
Congonhinhas,PR,8857,12.21,1082,28,0.32,2.59,0,0
Conselheiro Mairinck,PR,3876,18.26,708,15,0.39,2.12,1,0
Contenda,PR,18837,12.69,2390,60,0.32,2.51,5,0
Corbélia,PR,17117,14.55,2491,37,0.22,1.48,11,0
Cornélio Procópio,PR,47842,14.81,7086,152,0.32,2.14,17,0
Coronel Domingos Soares,PR,7518,16.57,1246,18,0.24,1.44,0,0
Coronel Vivida,PR,20580,15.92,3276,84,0.41,2.56,4,0
Corumbataí do Sul,PR,3127,12.47,390,7,0.22,1.79,1,0
Cruz Machado,PR,18741,6.18,1158,19,0.10,1.64,0,0
Cruzeiro do Iguaçu,PR,4240,11.48,487,12,0.28,2.46,0,0
Cruzeiro do Oeste,PR,20947,14.71,3082,81,0.39,2.63,4,0
Cruzeiro do Sul,PR,4449,11.03,491,12,0.27,2.44,4,0
Cruzmaltina,PR,2921,9.48,277,6,0.21,2.16,4,0
Curitiba,PR,1948626,10.61,206825,6840,0.35,3.31,206,12
Curiúva,PR,15196,8.81,1339,27,0.18,2.01,1,0
Cândido de Abreu,PR,14809,8.56,1268,17,0.11,1.34,1,0
Céu Azul,PR,11819,12.38,1463,26,0.22,1.78,0,0
Diamante D'Oeste,PR,5266,12.42,654,17,0.32,2.60,1,0
Diamante do Norte,PR,5030,7.04,354,14,0.28,3.94,0,0
Diamante do Sul,PR,3424,10.92,374,11,0.32,2.93,1,0
Dois Vizinhos,PR,41038,16.54,6787,96,0.23,1.41,3,0
Douradina,PR,8869,10.68,947,9,0.10,0.95,0,0
Doutor Camargo,PR,5983,10.93,654,16,0.27,2.44,0,0
Doutor Ulysses,PR,5552,6.34,352,8,0.14,2.27,0,1
Engenheiro Beltrão,PR,13981,11.21,1568,28,0.20,1.78,0,0
Entre Rios do Oeste,PR,4596,9.83,452,5,0.11,1.10,0,0
Enéas Marques,PR,5933,12.35,733,17,0.29,2.32,1,0
Esperança Nova,PR,1665,18.67,311,8,0.48,2.56,0,0
Espigão Alto do Iguaçu,PR,4048,10.22,414,6,0.15,1.45,0,0
Farol,PR,3041,6.21,189,6,0.20,3.16,0,0
Faxinal,PR,17316,13.46,2331,71,0.41,3.04,0,0
Fazenda Rio Grande,PR,102004,14.60,14891,406,0.40,2.73,50,0
Fernandes Pinheiro,PR,5602,9.82,550,13,0.23,2.36,0,0
Figueira,PR,7696,11.64,896,28,0.36,3.12,2,0
Flor da Serra do Sul,PR,4603,12.62,581,24,0.52,4.12,2,0
Floraí,PR,4906,11.27,553,11,0.22,1.99,0,0
Floresta,PR,6851,16.27,1115,20,0.29,1.79,4,0
Florestópolis,PR,10453,10.70,1119,31,0.30,2.77,1,0
Flórida,PR,2699,11.56,312,11,0.41,3.51,1,0
Formosa do Oeste,PR,6460,9.95,643,20,0.31,3.11,1,0
Foz do Iguaçu,PR,258248,16.54,42706,1110,0.43,2.60,50,2
Foz do Jordão,PR,4556,12.20,556,15,0.33,2.69,1,0
Francisco Alves,PR,5993,7.69,461,7,0.12,1.52,1,0
Francisco Beltrão,PR,92216,17.33,15981,266,0.29,1.66,5,0
Fênix,PR,4748,8.49,403,6,0.13,1.49,0,0
General Carneiro,PR,13685,3.90,534,35,0.26,6.54,0,0
Godoy Moreira,PR,2898,6.93,201,4,0.14,1.98,0,0
Goioerê,PR,28808,6.96,2006,69,0.24,3.44,3,1
Goioxim,PR,7053,5.90,416,4,0.06,0.96,1,0
Grandes Rios,PR,5497,11.30,621,17,0.31,2.73,1,0
Guairaçá,PR,6609,6.32,418,12,0.18,2.86,0,0
Guamiranga,PR,8811,13.55,1194,20,0.23,1.67,2,0
Guapirama,PR,3784,15.61,591,6,0.16,1.01,0,0
Guaporema,PR,2241,11.06,248,4,0.18,1.61,0,0
Guaraci,PR,5530,10.40,575,9,0.16,1.56,0,0
Guaraniaçu,PR,12217,12.33,1507,28,0.23,1.86,5,0
Guarapuava,PR,182644,11.96,21838,577,0.32,2.64,16,4
Guaraqueçaba,PR,7594,9.72,738,19,0.25,2.57,1,0
Guaratuba,PR,37527,12.97,4868,176,0.47,3.61,14,0
Guaíra,PR,33310,11.20,3731,93,0.28,2.49,2,1
Honório Serpa,PR,5119,11.58,593,11,0.21,1.85,0,0
Ibaiti,PR,31644,12.24,3873,137,0.43,3.54,6,0
Ibema,PR,6370,7.79,496,25,0.39,5.03,1,0
Ibiporã,PR,55131,12.05,6642,153,0.28,2.30,16,0
Icaraíma,PR,7786,11.40,888,15,0.19,1.69,0,0
Iguaraçu,PR,4440,13.60,604,23,0.52,3.80,0,0
Iguatu,PR,2253,12.20,275,7,0.31,2.54,1,0
Imbaú,PR,13282,14.77,1962,56,0.42,2.85,1,0
Imbituva,PR,32940,14.32,4718,109,0.33,2.31,5,0
Inajá,PR,3116,12.32,384,10,0.32,2.60,0,0
Indianópolis,PR,4465,20.80,929,10,0.22,1.08,0,0
Inácio Martins,PR,11121,11.29,1256,18,0.16,1.43,1,0
Ipiranga,PR,15251,8.58,1309,29,0.19,2.21,0,0
Iporã,PR,13782,11.74,1618,16,0.12,0.99,4,0
Iracema do Oeste,PR,2251,10.21,230,4,0.18,1.73,0,0
Irati,PR,61088,13.18,8053,173,0.28,2.15,36,1
Iretama,PR,10098,10.00,1010,16,0.16,1.58,6,1
Itaguajé,PR,4446,7.47,332,8,0.18,2.40,1,0
Itaipulândia,PR,11385,13.00,1480,22,0.19,1.49,0,0
Itambaracá,PR,6549,13.10,858,19,0.29,2.21,3,0
Itambé,PR,6109,12.18,744,33,0.54,4.43,3,0
Itapejara d'Oeste,PR,12094,17.17,2077,44,0.36,2.12,1,0
Itaperuçu,PR,29070,13.23,3846,120,0.41,3.12,5,0
Itaúna do Sul,PR,2781,9.63,268,6,0.22,2.23,0,0
Ivaiporã,PR,31935,11.49,3669,91,0.28,2.48,6,1
Ivatuba,PR,3279,8.66,284,11,0.34,3.86,1,0
